model,runtime,vram_budget_mb,faithfulness,hallucination_rate,faithfulness_pass_rate,extraction_precision,extraction_recall,extraction_f1,hindi_quality,latency_s_mean,latency_s_p90
sarvam-1-2b,transformers,1800,0.9474,0.0526,0.5625,0.4167,0.7708,0.5173,0.3096,94.1339,236.9898
